Fitness,Label,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3,Throttle1,Throttle2,Throttle3
-308.1745754,0,1,1,1,0,0,0,0,0,1,67.81284633,94.3492223,-53.98044752,11.05103383,10.04401255,11.10646288,6700,6700,6700,-20.25552967,-9.169575978,-28.1579912,0.034983055,0.480000094,0.024055425
-121.5664319,0,0,1,0,1,0,0,0,0,0,129.3896032,73.2651434,150.9968334,27.35177896,14.28528837,22.88434849,6700,6700,6700,20.92754576,-20.95623079,-9.873832142,0.207920288,0.506362707,0.807959832
22.8110763,1,1,1,0,0,0,0,1,0,0,127.9983446,116.2440967,-73.92428699,30.85564116,5.63949279,29.35458129,6700,6700,6700,4.961429167,12.09415205,-12.73757361,0.134183749,0.861674408,0.307413317
311.4277149,1,0,1,0,0,0,0,0,1,0,-117.5902928,-173.9274188,-117.555762,19.68283754,5.956947661,35.79344487,6700,6700,6700,-28.79429655,-2.28604549,-22.44216559,0.750232078,0.644246567,0.809144497
524.374194,1,1,1,1,1,0,0,0,0,1,-24.9379987,59.41994973,51.43789682,25.66938009,31.97020296,7.90166134,6700,6700,6700,14.98359008,18.94901257,20.58263105,0.885411616,0.684423832,0.404063157
179.6603102,1,0,1,0,1,1,0,1,0,0,-32.95167376,161.9847604,34.62359384,15.43223674,43.79128677,20.33581898,6700,6700,6700,-22.70308108,-6.144391874,13.10175822,0.719616286,0.682819328,0.518085275
-293.8465892,0,0,1,1,0,1,1,0,0,0,159.7383855,62.29088877,-8.529423844,8.017275174,30.02321299,18.782416,6700,6700,6700,23.79829886,-14.20568413,4.898207624,0.57304896,0.067020407,0.676038349
11.66371398,1,1,0,0,1,1,0,1,1,0,-121.1742157,-158.8139221,-2.817130708,7.418008423,35.58604739,11.30787369,6700,6700,6700,-24.42647024,8.201940889,-20.43229678,0.087502264,0.761859844,0.533770043
153.0318716,1,1,0,0,0,1,1,0,1,0,126.6829969,-3.768981265,-146.6913595,19.10291625,11.2554778,27.36450215,6700,6700,6700,17.11448998,-5.063678549,-23.25396053,0.802168704,0.344245878,0.702914433
195.3009367,1,1,0,1,1,0,1,1,0,1,-28.71549377,13.56277762,-44.37246711,5.329033917,43.64075607,34.0571071,6700,6700,6700,-9.500630414,-1.236247176,-13.68719294,0.873013041,0.428710755,0.750843589
361.2302623,1,0,1,1,1,0,1,0,0,1,141.2142244,48.3503202,30.26677483,33.01476685,15.72553534,37.82434322,6700,6700,6700,-25.92726372,16.16208874,-5.816844661,0.492808542,0.433071838,0.680495139
-155.1368732,0,0,1,0,0,1,0,1,1,0,112.3563414,147.7753721,-106.7162928,26.27352799,43.08336149,12.36131348,6700,6700,6700,7.835847406,19.39933217,23.69292898,0.398666138,0.4574406,0.478483342
90.21699228,1,0,1,0,0,1,0,1,0,1,-145.0938922,44.94897332,138.8789488,6.166116804,29.46585955,36.55523527,6700,6700,6700,10.42227441,6.444066215,7.704286656,0.14870734,0.054995601,0.126701254
77.28281684,1,1,0,1,0,0,1,0,0,1,-20.19725649,-155.8559101,12.86829904,24.93191561,11.730903,40.92914948,6700,6700,6700,1.383044592,5.558759633,-0.247984401,0.060924198,0.639549945,0.320563706
127.9858413,1,1,1,0,1,1,1,0,0,0,170.2929399,176.9348523,109.4606211,10.58366046,42.50870454,1.647383697,6700,6700,6700,26.4867087,3.011162173,-14.38583145,0.65384512,0.54277912,0.760979079
-210.5537507,0,1,0,1,1,1,0,0,1,0,105.4613583,62.10096445,-136.9182927,32.06866612,16.85352172,10.3792115,6700,6700,6700,28.31716396,21.16296286,-11.68159656,0.943917341,0.941161574,0.459128024
135.2741509,1,0,1,0,0,1,0,0,1,0,-15.48377601,169.1883227,-177.8902393,4.200284327,40.22814944,38.95756494,6700,6700,6700,-15.68685072,27.39343423,7.184567567,0.057171614,0.704544904,0.265405585
10,1,0,0,0,0,1,1,0,0,0,173.9122633,-108.7763171,-52.0463542,44.35542697,21.74505834,7.558371406,6700,6700,6700,9.98089178,-20.69844409,-4.262965856,0.54482554,0.221056278,0.945289469
151.1856713,1,1,1,1,1,0,0,0,1,1,-96.77022082,74.50146099,100.3439429,30.96810754,5.326552106,30.00055146,6700,6700,6700,23.5124524,-22.99600467,-4.520257668,0.605655518,0.380305879,0.251886949
10,1,0,0,0,1,0,0,1,0,1,72.77342741,130.3325468,-140.1717984,10.39423632,21.38376107,41.31065896,6700,6700,6700,-20.15475723,5.345320095,1.452487154,0.746076593,0.144794891,0.797552756
448.5632487,1,0,1,0,0,1,0,1,0,1,94.02867338,-31.83216924,93.45818488,7.236280477,29.87135271,4.436491887,6700,6700,6700,12.35317791,18.731553,13.27129333,0.824920261,0.888931017,0.343695672
79.86585596,1,1,0,0,0,0,0,0,0,1,-119.4146303,-129.4339958,11.68191058,0.32064518,3.229492002,38.34131499,6700,6700,6700,-28.07385484,2.30388207,1.962061661,0.075005433,0.985031414,0.031665359
10,1,0,0,0,1,0,1,1,1,0,-47.36680663,-115.951579,-92.5265644,25.61669298,2.980926312,9.080305155,6700,6700,6700,-10.6147733,13.14721635,-17.24602175,0.295119891,0.316125877,0.193910623
-35.62264236,0,1,1,0,1,1,0,0,1,1,-157.9316524,-51.75201894,-13.94684403,15.24271142,1.779967268,18.03476206,6700,6700,6700,-7.344895809,3.505142503,-5.824401457,0.740957973,0.791724463,0.652552859
85.69533281,1,0,1,1,1,0,1,1,0,0,49.04160838,-133.2986493,-27.77966606,18.55606519,10.55039824,15.07592139,6700,6700,6700,-15.72767866,-8.309491918,-2.329806769,0.741873163,0.664016823,0.105367495
274.7644471,1,0,0,1,0,0,1,0,0,0,157.8691768,-70.53665535,124.490338,22.87661909,44.20626095,14.92862614,6700,6700,6700,29.51208523,6.677056178,-11.42768916,0.715689492,0.161705742,0.209911916
115.4896224,1,1,1,0,0,1,1,0,0,0,91.46857418,113.4262877,47.23159708,14.19701531,2.364748214,36.29845173,6700,6700,6700,13.84364511,-1.283579073,-25.52496069,0.300731012,0.506048088,0.53183414
-35.83902911,0,1,1,0,0,0,0,0,1,0,-38.78135019,-116.4168174,-145.1587442,30.24603409,27.49807921,21.9873077,6700,6700,6700,-4.178879918,3.474187649,-15.3929851,0.666897609,0.142072821,0.491704748
-143.8322755,0,1,1,0,0,1,1,0,0,1,3.123062456,177.4556427,-37.99365446,16.33284424,7.436079881,4.940387825,6700,6700,6700,17.36615243,-20.82311519,4.483368443,0.513103412,0.512728339,0.181233994
-258.0262429,0,0,1,1,1,0,1,1,1,0,-117.0132876,173.2311677,-65.16070276,5.710032222,32.72277232,40.34497097,6700,6700,6700,-15.26052039,20.25429695,-3.839695507,0.611034038,0.777001719,0.911679392
160.9618728,1,0,1,0,0,0,0,0,0,1,-9.247654254,141.1242357,-142.3453605,34.05763527,34.16246912,5.906441531,6700,6700,6700,-3.812079975,8.833036047,5.129029235,0.24886339,0.563586248,0.694211971
-347.9706157,0,0,1,1,0,0,0,0,0,0,162.3714058,-7.698247172,21.33676624,10.27150678,28.01373633,12.32462531,6700,6700,6700,18.86589683,-11.01907917,-15.93485696,0.677704596,0.422576669,0.251921827
373.0916511,1,0,1,0,1,0,1,1,0,0,64.90262615,3.648103863,31.70903081,42.13071861,12.3166529,31.73779107,6700,6700,6700,-13.43076924,10.6090102,-7.605440032,0.178889925,0.654015612,0.826665202
60.64962786,1,0,1,1,0,0,0,0,0,1,73.22298616,56.62865817,-121.9689695,1.886262281,8.623900343,21.6016765,6700,6700,6700,-28.24035627,-1.75864312,-23.34581642,0.156426407,0.188988774,0.324691661
19.50417469,1,1,0,1,0,0,0,0,1,1,10.62972006,3.228518787,-113.1200232,24.55586294,30.00698843,4.779112514,6700,6700,6700,-14.99223798,13.79285427,8.985425855,0.534866443,0.046769465,0.56974623
281.4842136,1,0,1,0,0,1,1,0,0,0,-147.5557654,114.7786315,-59.3940714,6.362075371,11.35069632,18.99881714,6700,6700,6700,-5.223398916,8.126305466,27.23551688,0.622120225,0.282782099,0.575587173
53.10208999,1,0,1,0,0,0,1,0,0,0,-151.0436036,135.4397019,-31.30102826,1.668329847,18.23650276,40.91272179,6700,6700,6700,-6.939460457,-11.03154763,27.80396649,0.883346139,0.146425164,0.895052525
-303.6161588,0,1,1,0,0,1,0,0,0,0,138.7325882,-128.5308887,92.00713768,42.97141382,7.947749188,39.11639938,6700,6700,6700,-10.13805016,21.66904671,-3.446632939,0.179406787,0.534190083,0.403105817
453.6285942,1,0,1,0,0,0,1,0,0,0,-123.7015972,168.3181538,-55.98237036,4.477074164,30.73353413,42.69653165,6700,6700,6700,-13.8883864,12.47054868,2.105406069,0.688466571,0.645717036,0.94132796
407.982633,1,0,1,0,0,0,1,0,0,0,-128.0333856,163.1092275,-52.07211046,4.032085385,28.75363205,42.41392302,6700,6700,6700,-12.78746951,8.747116448,6.176823655,0.7193413,0.566614328,0.933996553
-323.9503889,0,1,1,0,0,1,0,0,0,0,136.1505627,-130.5147231,90.33990246,42.37226518,8.475923267,38.17497151,6700,6700,6700,-11.05234918,21.75800337,-3.694560181,0.222583259,0.544632402,0.392560833
380.9195456,1,0,1,0,1,0,1,1,0,0,59.39939611,3.637060117,34.37842088,41.29794337,15.8928262,29.75138778,6700,6700,6700,-15.59660301,10.61291216,-8.529504461,0.207446227,0.677534827,0.845642169
-33.65223771,0,0,1,0,1,0,1,0,0,1,33.15826732,-56.06476189,31.59070106,23.76013165,33.62857525,12.39740057,6700,6700,6700,-28.6402175,-10.62223482,-10.78944249,0.388396692,0.590783433,0.503970902
-98.84949233,0,1,0,1,0,0,0,0,1,1,2.500859444,-6.027427565,-138.64736,36.02150564,30.40788611,3.553731217,6700,6700,6700,-12.36259679,21.68663434,16.17491392,0.496521565,0.069374939,0.485742127
5.869775247,1,1,0,0,0,0,0,0,0,1,-27.94211684,-5.444378256,-127.0766956,37.45696519,13.31166333,18.96226388,6700,6700,6700,-22.2168903,14.74541291,5.06384954,0.561012967,0.119484391,0.282415394
12.9384205,1,0,1,1,0,0,0,0,0,1,71.01020115,72.05663261,-94.16118871,5.634717918,9.204736163,17.30906076,6700,6700,6700,-24.97450637,-4.78976647,-25.31402955,0.106755227,0.308014438,0.201729338
-343.3318999,0,1,1,0,0,1,0,0,0,0,133.5828219,-132.4875823,88.68189093,41.77643123,9.001175312,37.23875194,6700,6700,6700,-11.96158999,21.84646789,-3.941115807,0.265520866,0.555016951,0.382074187
283.6966959,1,1,0,0,1,0,0,0,0,0,-162.5110653,-34.92648477,-16.90730655,19.35006435,13.04320267,17.27425242,6700,6700,6700,2.333187737,1.556566584,-3.406236189,0.783880365,0.612137284,0.499511088
-44.76863798,0,0,1,0,1,1,0,1,0,0,-80.60272222,5.157177845,150.8504006,25.55507463,36.52603235,35.46208697,6700,6700,6700,-17.31017717,19.33546747,6.896618588,0.327753006,0.323791738,0.719075828
11.9237671,1,0,1,1,0,0,0,0,0,1,70.95964777,72.40910079,-93.52589094,5.720355299,9.218005963,17.21099147,6700,6700,6700,-24.89989462,-4.859015647,-25.35899543,0.105620437,0.310733704,0.198920136
53.29564487,1,0,1,0,1,0,0,0,0,0,167.0941747,-138.4650651,-93.82198671,10.35474025,29.1136869,42.0255193,6700,6700,6700,-26.98712879,-9.04596423,15.01180031,0.95401992,0.405778947,0.696989835
48.38540721,1,0,1,0,1,0,0,0,0,0,156.8217976,-127.8717687,-92.55489978,17.09439005,24.6823135,34.02368603,6700,6700,6700,-14.55804534,-11.43136225,16.27503701,0.93302262,0.486278696,0.627960103
10,1,0,0,0,0,0,0,0,0,0,-147.1182481,25.83815451,-18.31865137,30.38998497,16.27266642,30.83852949,6700,6700,6700,13.42344007,19.65010003,-13.48468738,0.834557083,0.725111926,0.723095262
144.2226442,1,1,0,0,1,0,1,0,0,0,157.5605792,-149.0976488,-110.180214,7.942021274,26.10447254,40.66466621,6700,6700,6700,-7.489618471,-15.97220601,1.023968037,0.873077576,0.241219209,0.719901381
257.6186555,1,0,1,0,0,1,0,1,0,1,-83.46241797,-146.7629509,155.1378351,1.739012236,6.717938272,44.67467649,6700,6700,6700,-16.90596735,27.18948298,-21.66761964,0.340092175,0.888700239,0.410782801
149.4413629,1,0,1,0,0,0,0,0,0,1,-11.67556464,141.6653565,-142.393456,34.03381076,33.57343095,6.18814135,6700,6700,6700,-4.24839986,8.354636859,5.848778151,0.242086442,0.553820667,0.703075726
319.4413916,1,0,1,0,0,0,0,0,1,0,-157.7144898,-50.54166535,-14.00095114,15.47323874,1.949187693,18.25925665,6700,6700,6700,-7.057153007,3.795148561,-5.972458084,0.742259644,0.791841601,0.654831903
113.8039816,1,1,0,0,0,0,0,0,0,0,-83.09162525,152.2098821,118.4368633,10.13663969,19.37531627,21.64145366,6700,6700,6700,7.647929004,-15.68083529,16.55826183,0.434406388,0.326884789,0.470021065
263.4547291,1,0,1,0,0,1,1,0,0,0,-146.3797996,110.4853034,-66.18355765,7.4784148,9.940957748,13.99126354,6700,6700,6700,-4.924666896,12.847855,26.75246531,0.559462454,0.320942366,0.502864103
-109.2697124,0,1,1,0,0,0,0,0,0,1,-43.57092489,-77.98153582,-142.617249,41.01942483,17.52664612,17.25709312,6700,6700,6700,-12.00477041,4.77580659,-11.02509525,0.743814984,0.064182932,0.537988078
27.67617594,1,0,1,1,0,0,0,0,0,1,71.71647546,67.13234855,-103.0368459,4.438289935,9.019345619,18.67917317,6700,6700,6700,-26.01689678,-3.822295824,-24.68581743,0.12260922,0.270023957,0.240976318
84.4307362,1,1,0,0,1,0,1,0,0,0,147.2478167,-159.4791135,-126.9156362,5.806541399,22.78892128,38.86059572,6700,6700,6700,13.16557519,-23.20658478,-13.27727005,0.7888837,0.076306764,0.739924756
284.9819306,1,1,0,0,0,0,0,0,0,0,-65.24260148,151.9081054,116.0599705,10.90206728,18.55705225,26.13326713,6700,6700,6700,4.448194736,-10.99907687,22.97122365,0.547142576,0.453384066,0.617979856
223.0363784,1,0,1,0,1,1,0,0,1,0,-92.75003412,-35.14622752,51.84375312,39.33579782,42.05990432,24.00780644,6700,6700,6700,-26.06003183,-14.6756251,-24.64798171,0.609302344,0.503361517,0.873045
-143.5420761,0,1,1,0,0,0,0,0,0,1,-45.67827109,-48.28634098,-132.0865857,39.56030117,10.9284972,22.39465286,6700,6700,6700,-19.02962262,6.500839756,-8.003997878,0.690185087,0.099891072,0.380262132
155.6210607,1,1,0,0,1,0,1,0,0,0,157.1309321,-149.5301582,-110.87744,7.853053572,25.96634107,40.58950558,6700,6700,6700,-6.629088178,-16.27360246,0.428154277,0.869569917,0.234348678,0.720735589
-465.2993835,0,0,1,1,0,0,0,0,0,0,163.611897,-40.67213034,35.40758237,11.33353975,27.06701442,9.282175464,6700,6700,6700,16.54210119,-9.517778461,-25.74990938,0.727010859,0.590089391,0.052108406
223.447963,1,0,1,0,0,0,0,1,0,0,153.7895017,167.6101956,-120.9478798,21.23773247,34.80706729,22.55117319,6700,6700,6700,1.379709262,-0.284052298,10.5110806,0.510775782,0.805806286,0.482472938
118.7142571,1,0,1,0,0,1,0,0,0,0,-50.4062013,151.8165846,110.5936125,12.44934486,17.81629279,30.8529384,6700,6700,6700,2.087858916,-6.754715584,26.29469792,0.646748049,0.542590272,0.74288667
-244.7841777,0,0,1,0,1,0,1,0,0,1,19.09354383,-123.457516,35.75076534,9.646587592,33.71374036,16.02107344,6700,6700,6700,-9.398327393,-24.77380283,0.887529356,0.327688535,0.540184861,0.373592413
-464.1646427,0,0,1,1,0,0,0,0,0,0,163.2145667,-30.11057078,30.90068939,10.99336979,27.37025016,10.25667444,6700,6700,6700,17.28641468,-9.998646208,-22.60614071,0.711218026,0.53643494,0.116108795
163.2575704,1,0,1,0,0,0,0,0,0,1,-8.768503233,141.0174448,-142.3358688,34.06233707,34.27871651,5.850847734,6700,6700,6700,-3.725971724,8.927448699,4.986985924,0.250200829,0.565513497,0.692462698
221.0821369,1,1,0,0,0,0,0,0,0,0,-70.75199671,152.0012538,116.7936377,10.66580544,18.80962292,24.74679491,6700,6700,6700,5.435845431,-12.44417874,20.99175734,0.512344695,0.41433798,0.572309938
105.6033473,1,1,0,0,1,0,0,0,0,0,-168.7442899,-12.02456807,-20.93691211,24.94074893,28.374049,16.23909192,6700,6700,6700,15.50641961,-1.095719097,-0.114773407,0.842303771,0.367693894,0.291199728
231.0130298,1,0,1,0,0,1,0,1,0,1,-75.24595445,-118.1150927,153.5074596,9.50692051,12.2114202,43.0937466,6700,6700,6700,-18.88641133,26.32631124,-19.37252364,0.286910567,0.712478933,0.493929821
21.21632338,1,0,1,0,1,1,0,0,0,0,-84.23807142,-33.30750529,67.19743532,39.74269818,42.2317499,26.08420821,6700,6700,6700,-26.76938373,-10.52381206,-23.83982193,0.539853234,0.444939672,0.868025735
-47.57943473,0,0,1,0,1,1,0,1,0,0,-74.64367918,-0.817531091,150.369029,27.20994597,35.25291924,35.94801302,6700,6700,6700,-18.80023171,20.13299516,3.328482464,0.28801983,0.290889856,0.726731716
67.10962073,1,0,1,0,0,0,0,0,0,1,-49.20194074,150.0290523,-143.1368325,33.66557328,24.46911308,10.54216259,6700,6700,6700,-10.9922666,0.96038212,16.97339326,0.137340276,0.402881465,0.84007609
-454.4287956,0,1,1,1,1,0,0,0,0,0,161.8654172,-49.50750352,41.24264987,14.25613618,25.26268259,11.92383158,6700,6700,6700,14.23253316,-6.72079753,-24.16411533,0.674312766,0.590684082,0.07615061
-16.28908857,0,0,1,0,1,1,0,0,0,0,-89.04199331,-34.2288881,56.1467667,40.47941081,43.92971995,24.45502164,6700,6700,6700,-26.98096049,-15.16913089,-25.44816194,0.597482667,0.485236545,0.882786506
-266.1716978,0,0,1,1,1,0,1,1,1,0,-127.5103977,147.8942944,-68.44504712,6.849427019,23.58714783,28.33406196,6700,6700,6700,-11.26143924,19.49768578,7.41258717,0.564942883,0.622484989,0.727476903
-661.0614269,0,1,1,0,0,1,1,0,0,1,49.75054754,168.6130351,24.87837339,37.20615171,22.21062383,17.46800887,6700,6700,6700,-3.759343041,-21.8294262,4.881813389,0.154684341,0.9078302,0.31173597
-113.7450436,0,1,1,0,1,0,0,1,0,0,137.5320444,-28.88722385,33.56668412,20.6945027,21.10335917,16.61795195,6700,6700,6700,8.762136752,-3.626362432,-20.37943661,0.556321663,0.603328581,0.261646483
69.29568356,1,0,1,1,1,1,1,0,0,0,162.2294044,-45.60009314,25.54935399,0.872371188,21.83461478,8.955165488,6700,6700,6700,16.04385571,23.3629383,-28.61486558,0.587316079,0.016308397,0.046481222
59.21684711,1,0,1,0,1,1,0,1,0,1,23.22860256,-91.96106584,152.8336913,21.03429013,29.02761086,41.85330416,6700,6700,6700,-22.02359376,3.442724493,-7.686265381,0.449052547,0.466608342,0.179836816
186.4481885,1,1,0,0,1,1,1,1,0,0,22.19933309,-136.4607152,-87.17873164,38.46292957,8.026386011,42.57478769,6700,6700,6700,7.335585404,26.79306726,-3.336274358,0.991787789,0.83811953,0.488167753
30.14786329,1,1,0,0,0,1,0,0,0,1,-173.9947567,101.0529757,46.08986693,21.42150961,0.043974575,3.308166267,6700,6700,6700,12.14339809,11.67619034,7.049701619,0.409032271,0.36093004,0.012957208
-231.7214261,0,0,1,1,0,1,0,1,0,0,-2.144974009,36.12770668,-157.2129923,9.708079448,7.547435704,2.16984942,6700,6700,6700,-1.292104086,-14.8941611,-10.78917938,0.613297648,0.736412215,0.991376277
-128.1682567,0,1,1,1,0,0,0,0,1,1,57.22120006,39.60999401,16.92023932,9.114438886,23.87613329,26.09644034,6700,6700,6700,-17.84066812,-14.28146337,18.97699859,0.877228407,0.63954755,0.911148534
24.43385283,1,1,0,1,1,1,0,0,0,0,26.80782175,178.1485658,-83.96659531,10.3310388,22.75053475,20.06632346,6700,6700,6700,18.02193689,-12.83189684,-21.5494316,0.736026684,0.060820807,0.699780102
-317.5944151,0,0,1,1,1,0,1,1,0,1,-177.4563371,-107.9254236,-117.4263787,43.8153935,27.66466015,21.83804073,6700,6700,6700,-8.457745873,-12.92526923,23.18593805,0.16149468,0.410997228,0.701367756
-39.61761006,0,0,1,0,0,1,1,0,0,0,-144.9991165,65.72222601,137.8699778,41.43574233,43.35233371,38.8746848,6700,6700,6700,-7.535559994,-18.911828,-9.992971991,0.522588328,0.788994181,0.603165288
-445.8264941,0,1,1,1,0,0,1,1,1,0,70.91026713,111.4136242,20.26640763,11.62797421,10.3453217,11.78746591,6700,6700,6700,-13.45144692,-1.600307459,-26.0625291,0.781267158,0.28234065,0.935277664
207.1330493,1,0,1,0,0,1,0,0,0,1,133.6908121,52.21388613,12.10431218,9.912340261,13.51777914,16.52533645,6700,6700,6700,-29.44236231,-4.095112643,8.982312786,0.052278521,0.714186571,0.57369801
49.28881898,1,1,0,1,1,0,0,1,1,0,-3.574842142,143.7025193,-89.51107352,26.74375151,36.78029716,5.103161335,6700,6700,6700,4.612751019,10.67742354,27.9791477,0.054529013,0.920378775,0.298290909
114.6066235,1,1,0,1,0,1,0,0,1,0,-7.985446645,22.21790127,-114.4686184,34.84322865,25.63231763,44.7592729,6700,6700,6700,-4.491138549,-17.29848261,23.4510161,0.53677068,0.103834773,0.2526958
136.5181383,1,1,0,1,0,0,0,1,1,1,-7.080996971,-38.28418526,165.7004257,1.45574264,17.00179878,31.52879932,6700,6700,6700,12.79017149,-29.58366867,8.374472991,0.126254431,0.774541799,0.537360863
10,1,0,0,0,0,0,0,1,1,0,-46.02192065,-176.7086871,16.8183776,19.01138337,35.05631451,34.61926804,6700,6700,6700,3.687388555,-11.27116268,-17.72604425,0.61924877,0.464053486,0.615326734
10,1,0,0,0,0,0,1,0,0,1,38.82407948,8.985895835,51.47555865,13.10242713,14.62756814,35.97155434,6700,6700,6700,-29.29101387,-22.66037205,15.4098616,0.441491122,0.71143241,0.958222654
10,1,0,0,0,1,0,1,1,0,0,8.763070362,-41.76691436,18.90989728,42.44558223,25.14432377,4.604577167,6700,6700,6700,8.886597043,-19.88993021,0.938700986,0.281961976,0.64963961,0.387133992
93.01339214,1,1,0,0,1,1,0,1,0,1,79.56627639,78.71972148,75.9978257,35.51046705,22.10709995,16.53083448,6700,6700,6700,29.96298637,4.836666242,15.72061245,0.373322582,0.551506857,0.906677323
196.4929977,1,1,0,1,1,1,0,0,0,1,71.92481669,38.38652251,8.751520634,29.37787831,44.52023403,35.79666252,6700,6700,6700,-4.525210234,28.19630004,9.488654262,0.597783153,0.31086334,0.008183832
432.130412,1,1,0,0,0,0,0,0,0,1,146.4160058,57.93156403,103.0362974,12.19906881,8.201752806,37.67010633,6700,6700,6700,3.987293102,-3.342833858,25.56384461,0.999227916,0.601438196,0.811041813
10,1,0,0,0,1,1,1,0,1,1,-65.15413075,172.1788195,165.5112037,38.14135725,26.49750139,4.920425845,6700,6700,6700,25.78918945,22.07003881,11.36043388,0.320134153,0.294077992,0.600964317
444.7775066,1,0,0,1,0,0,0,1,0,0,75.67864549,-138.2148592,156.894301,14.51263756,43.95192662,23.15942542,6700,6700,6700,-10.01244402,29.04798903,28.61732595,0.947264685,0.026105108,0.363625906
57.4283935,1,1,0,1,1,1,1,0,1,1,27.3408972,56.84595728,6.927998366,3.143980428,39.39942024,14.84786068,6700,6700,6700,-15.56263703,-17.41709395,0.172075661,0.534496843,0.045838586,0.041312629
-345.5693401,0,0,1,1,1,1,0,0,0,0,175.9541647,36.16868225,-28.80718005,42.07350014,16.47817514,26.36079455,6700,6700,6700,4.921577697,-9.054245942,-18.39527592,0.547597179,0.798361927,0.368790734
10,1,0,0,0,1,1,1,0,1,0,-146.0728103,60.35106758,-82.9516472,36.26715649,39.85863304,1.025112983,6700,6700,6700,-19.02217722,15.86871458,-20.4166107,0.395854712,0.880267507,0.896304205
110.0610797,1,1,0,0,0,1,0,1,1,0,-135.4806108,31.68211192,40.86750471,35.58684588,32.02414279,42.36865659,6700,6700,6700,11.25999487,-19.95918519,-12.58678188,0.566006094,0.400607884,0.11123449
245.6008837,1,1,0,1,0,1,0,1,0,1,122.6605685,-13.6101416,-110.8686658,11.35030958,36.92113287,18.91411305,6700,6700,6700,19.06775107,-27.42784522,11.01946386,0.834956194,0.261880613,0.071019184
-256.6815775,0,0,1,1,1,0,1,1,1,1,-146.3686802,-65.56415331,38.3711168,18.04724919,42.06132997,43.32915222,6700,6700,6700,-18.34982877,-29.90161296,22.44677026,0.860352984,0.020481442,0.007388191
-19.8582537,0,1,1,0,0,0,0,0,1,1,-104.0306211,107.5682827,-70.13699982,16.94111596,0.889452434,26.76253532,6700,6700,6700,-9.258475909,-22.9876831,1.336465705,0.885508799,0.972539854,0.7315248
223.1067171,1,1,1,0,0,0,0,0,1,1,-6.39388989,-57.31311198,-63.66199673,32.09677957,17.55602079,14.90086865,6700,6700,6700,12.47800313,16.67694963,-14.73454172,0.306789571,0.81801758,0.137159201
197.3444342,1,1,0,0,1,0,1,1,1,1,-34.92134074,-100.502602,-162.7179992,20.99044837,25.66964887,32.82761444,6700,6700,6700,15.30258236,-4.361574703,7.135900334,0.834458539,0.101058634,0.50494173
52.5694759,1,1,1,1,1,0,1,1,0,0,1.081976954,-161.5706673,148.6171618,12.50991588,31.11157571,2.224502957,6700,6700,6700,-17.11493036,25.55697504,11.22805996,0.365946862,0.993281057,0.064315616
217.1093529,1,0,1,1,0,1,1,0,0,1,116.7170522,44.32477884,119.36641,3.817448599,1.165076221,0.481935986,6700,6700,6700,-5.339438019,29.50141619,28.90255634,0.218805873,0.370040029,0.191900365
85.66324276,1,1,1,0,0,1,0,0,1,0,-131.4630235,-71.92170483,-96.22266252,29.09682266,17.02918041,33.53999431,6700,6700,6700,5.685352577,-11.99404405,-20.38292338,0.018219676,0.824348813,0.717945054
-16.45293158,0,1,0,1,0,1,0,0,1,0,-161.3520604,75.90823344,132.5051768,33.38915659,43.53340748,42.36138557,6700,6700,6700,-7.801352608,0.281073922,19.93797884,0.220224418,0.95690467,0.640247216
285.3233281,1,0,1,1,0,1,0,0,0,1,23.76151267,-17.87162674,124.0372288,1.661448187,8.801198854,0.959912646,6700,6700,6700,-2.491134875,22.51208135,11.37515704,0.231770057,0.488686155,0.656882665
-35.00849976,0,1,1,1,1,0,1,0,1,0,42.64227202,26.89682211,-62.84130715,26.08726998,2.137214638,6.725403911,6700,6700,6700,-3.820926909,-17.66486466,12.04333622,0.252568984,0.084316666,0.092929375
2.015456307,1,1,0,1,1,0,1,0,1,0,65.44778423,-30.54929458,-177.6519958,42.56598073,37.38074573,39.13372304,6700,6700,6700,-22.71778426,12.6694042,17.00109327,0.489252512,0.89144919,0.155275524
-391.9579873,0,1,1,1,1,1,0,0,1,0,13.63916119,66.14935376,93.70962907,19.14056022,11.1446204,8.626421432,6700,6700,6700,-14.68169586,5.264570376,8.983364949,0.474097637,0.301059292,0.622900827
70.23586541,1,1,1,0,1,0,1,0,1,1,151.3440192,128.8533906,9.060717721,7.910169502,24.5503866,40.24421749,6700,6700,6700,-0.416693126,-16.44827739,29.83408977,0.99168053,0.830831199,0.771511834
230.5898955,1,0,0,1,1,1,0,0,0,1,90.29425032,-161.8500937,5.463270822,7.882474435,34.33170792,26.80705687,6700,6700,6700,7.288496251,29.32046129,4.712300651,0.489869726,0.662041496,0.809445703
76.8444983,1,1,0,1,1,0,0,0,0,1,147.2043695,57.4849544,-45.6777533,27.85066624,7.32702822,6.323725711,6700,6700,6700,-10.78916672,-12.81043075,-23.93289111,0.704497246,0.865177007,0.01038965
