Fitness,Label,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
0,0,2.787017848,3.782668995,1.480397984,1.452203601,4.402465601,4.744096326,2.571287745,0.742507035,0.068349797,0.686968225,1.798314593,0.65651114,4.526701928,4.881235078,1.031492763,0.401051737,4.865824192,1.008938705,1.753011577,3.035588009,2.741497859,0.669539279,3.132579681,0.456922327,3.193871966,2.491211455,1.914126496,2.692635219,1.481356455,0.7276819,3.274934029,0.092078656
1.40804485,1,3.092323594,0.67001423,4.874280757,0.500471978,4.259542837,3.299147612,0.705347433,4.258878622,3.732495718,1.576780736,0.596591969,1.538367445,1.958815741,0.852258215,3.777972971,0.692347695,4.780552595,3.009458166,4.519938042,0.313845581,0.31151847,1.865295529,1.893392718,3.312100151,2.978326833,2.924183441,1.871280452,2.711977939,2.314258241,4.224423598,1.607658496,2.737238579
1.353771987,1,4.736395121,4.65337727,3.237130843,0.262152314,0.682707903,4.920146931,1.713157793,1.940719749,3.450049097,2.38559663,2.641295306,0.270350754,3.847861324,0.9655618,2.909375999,1.169115911,2.570092023,0.39900086,4.485751798,3.186017579,3.979862153,0.556120771,0.525488841,2.128402051,3.356827693,2.342818868,3.365199221,1.732594426,3.947441753,1.159614318,1.660526313,0.688223125
0,0,3.603877082,3.813599818,2.592034641,3.22593404,4.572893935,3.516636224,1.317403734,0.466950608,2.847048098,2.795062306,3.044497461,0.814119451,4.974385245,1.742488967,2.203577744,3.430128626,3.381673551,1.406046518,0.741775157,0.190735235,4.351496117,1.763512865,4.622196026,2.769108918,3.732360347,2.57374003,0.698553829,0.558608589,4.39413022,3.79430105,1.308574732,1.249571062
0,0,4.305471674,0.042162173,1.479896565,2.868509669,4.746455317,2.843927581,2.702815316,2.307989153,1.460675615,2.719462411,0.651968446,4.859906253,0.383967732,4.60873245,3.377458323,1.884265356,1.470427136,4.898507188,2.196679678,0.779448066,4.675050418,0.719953033,4.571329351,4.670395587,4.355486134,1.504832434,4.954430734,1.460667505,1.299145687,2.552042856,1.881552084,4.336702896
1.395501199,1,0.359895888,3.743502389,0.240600879,1.188674635,4.823776774,4.570643648,3.120716179,4.904245047,4.846694844,0.46166554,0.135270981,0.24215699,3.36447232,4.13525971,1.625486819,2.33844497,0.4874205,0.773910412,3.58140353,2.82711088,3.772606207,4.423294216,2.756718829,4.703650542,2.29058498,4.379154792,1.730689452,1.223602922,0.411378775,3.821955594,1.772660831,1.258069907
1.158316658,1,4.134108798,1.528868509,1.389379089,3.789411134,4.690228217,3.578904961,0.815112107,3.257313499,1.713135971,1.465114079,3.389494427,2.125099252,4.405138306,2.243374974,3.713610107,0.049881019,4.588846453,0.148426537,3.898327637,0.874403969,3.446977168,0.926400139,1.194046838,0.909891896,2.676320297,1.747937473,0.844093093,3.046282365,2.754883148,1.196865549,4.206511184,0.885363182
1.503209582,1,2.070580283,1.520757812,3.151666288,2.510458402,3.057058284,4.81380551,1.954868076,0.636380945,4.096951341,1.80512546,1.257668905,3.971307253,1.58816107,0.891273679,1.18672415,4.656389036,3.183676881,2.226511755,3.747538045,1.354312225,2.468555163,3.286110817,4.161142974,4.064713807,2.397506747,3.676904632,3.288625652,4.180648362,2.860205923,0.292829618,3.966624061,1.089351433
1.379838427,1,4.689910786,0.181590336,4.424298287,1.015248101,4.97123988,1.789700053,4.998979395,0.803157981,3.408958838,3.665827092,2.931705973,1.101045168,1.41391296,2.32647112,3.202667562,1.615543756,0.147252751,2.21035254,3.45899674,1.599402794,0.547690234,2.38685501,1.005727383,3.427215623,4.779486842,4.236790353,0.355506727,2.861860456,1.393822972,2.468608124,1.94971137,4.591244922
0,0,3.321623327,2.104776371,4.73039661,4.061779532,4.160455752,0.078565555,2.561272803,0.179154756,2.304483423,1.906991616,3.136915845,2.303379282,1.152186148,1.469335151,4.409352997,1.082430415,2.620339417,4.519960658,4.28106306,4.712460468,0.7792053,1.954153676,4.993081452,0.909399685,2.135403597,1.300204303,1.628855622,0.522244125,0.438528515,0.836625344,0.258098053,4.395933332
0,0,1.644116877,3.283206784,2.751545519,4.553569102,2.094975372,2.171659193,3.757278155,2.188082765,3.456606005,1.299049226,0.39771571,1.434869191,4.79008494,4.269247932,0.131334277,2.243817193,0.609864814,1.14111374,4.04924372,1.778967353,4.359027485,0.907217177,2.938802256,0.32383683,3.430488058,3.895172221,4.962976878,1.678147446,1.147442517,3.797281662,4.332230051,3.734837603
0,0,2.513484618,2.885818514,1.460293292,2.568899453,0.218993695,1.966068579,4.320032333,4.080268618,3.261052761,1.222018142,4.978133621,2.473526229,3.194286281,4.185613441,1.160874499,4.194932303,0.648188447,3.400718307,4.862403698,1.923258867,0.05511623,3.017682682,3.284972595,0.011668164,2.939606099,0.811922877,0.567017566,0.59154052,3.913599649,3.973962957,0.266723523,0.211460686
0,0,0.902379011,2.390840981,2.418819783,3.954144604,1.898226115,1.751198192,3.584392658,0.852232005,0.87480577,1.32179615,4.936114146,0.445435524,4.290532811,1.934051458,1.341062687,3.93305753,1.037533883,4.944868825,2.19786813,1.047817999,4.58690754,0.543976623,2.450624967,0.268938727,1.787232882,1.130601627,3.922036635,1.944488766,0.850124519,3.656332358,0.180459123,2.591084779
0,0,1.855028775,3.759202243,1.360652862,0.514163279,1.878198636,3.520081266,2.965389028,4.520170077,0.435046687,2.307415374,1.872722535,2.493896607,4.767116236,2.51862407,3.492768752,4.088805367,1.527494515,3.459130834,2.575918147,2.405778825,3.476415938,2.485070977,3.226911056,4.198985423,3.256824043,2.337252603,1.299731774,3.951315662,0.697525145,3.815655624,3.830543483,0.422806077
0,0,0.99989842,1.531742985,2.700807624,4.550261882,1.829232473,4.14102139,1.33393298,4.80655491,4.472774575,4.585299154,3.718758661,4.125493913,2.285915138,3.238410158,1.75804618,0.18834849,2.219248032,2.383512111,4.096803814,2.267875206,1.175338917,2.369702521,4.295245352,3.167200167,4.479293074,3.696672208,1.867430913,3.223636867,0.352501176,4.070451377,0.306220411,4.077058169
1.092858462,1,4.792666357,2.928178674,0.994447697,2.765747085,1.684584014,0.767064955,0.888283064,4.639908345,3.809387151,3.780114319,2.477487844,0.786932178,3.154761952,3.860498999,3.569692555,4.615118104,3.180036602,2.333153099,0.78026417,2.163345744,4.016205619,4.413783592,4.545698409,4.425817276,3.345763853,3.564348424,3.737223018,1.27303147,2.458409894,4.770072639,1.953626052,1.499508749
1.440866691,1,3.962539819,0.950655083,0.894263712,1.003094487,3.016372064,0.769670784,4.222787991,2.85883236,3.728130496,3.105372716,4.108429537,3.025324597,3.572762218,4.801280179,3.694664249,1.938577131,0.438016213,3.418243832,0.85940867,2.951990396,1.655038746,2.158069295,2.545464315,2.069058674,1.493081752,1.219228266,1.400448171,4.100294376,4.608202845,3.869399123,4.74130751,0.812153816
1.063257902,1,4.622797789,2.085947521,1.644903668,2.854179924,0.104317675,2.194728907,1.833942674,4.558830998,1.368187306,1.868827614,4.558924229,0.360895605,0.523121054,3.323259966,3.300300983,4.135502202,0.770092495,3.575663366,0.564043629,4.359482296,2.806635793,3.299000708,2.182536156,2.591185901,3.348711658,1.816658929,3.507902877,1.108529367,4.579457041,3.76904211,0.114536269,1.89154696
1.318346341,1,3.718276996,2.593064018,2.76178244,1.394877701,3.198644119,3.427646279,3.079273151,2.178240311,4.094778974,2.894547751,1.793431356,0.885458596,4.215596359,4.88207617,3.444169545,2.585432631,4.86762677,0.473103112,1.098312833,0.430585164,0.389497499,2.815512019,0.461705798,1.731319217,2.709662153,1.673073129,3.103447513,2.249027228,3.589701283,2.98205513,3.271335831,4.772270814
1.490369836,1,1.720134449,4.73114996,3.745224236,4.57998598,1.101083185,3.166075136,4.336756677,4.683759175,2.028785465,0.280596079,3.986503751,4.613698863,2.70450673,4.197274567,1.464241632,4.806405695,1.570007133,0.76251805,0.958170894,0.63549924,4.502852444,0.851112726,1.836182181,3.741776462,1.519188554,2.308190425,0.274816105,0.812881882,3.342226572,1.683273214,4.216389858,3.610812781
0,0,4.849821341,2.782989331,2.040357941,1.931775041,0.9866228,2.198797321,1.442059149,3.871533847,1.97095827,4.974594523,2.426003857,2.363087863,1.099028976,2.813615736,2.396825606,3.40106703,2.517480725,3.152102241,4.900943158,3.894704104,0.369339573,3.573749635,0.117181089,1.166138147,3.605534746,4.353135719,1.209105252,0.662581807,4.036224517,3.385393686,3.828552205,1.541766522
0,0,2.645639106,2.866309146,3.99389423,4.282297852,3.536879386,0.306716691,1.411713945,1.691866234,1.055733903,3.816343333,3.633287142,2.206572928,0.610411135,3.500701869,4.871773138,1.612874033,3.960516067,0.438132592,3.2558509,4.549506746,0.364931858,2.026919914,4.227342506,2.362509677,4.629829936,3.456291986,0.984610874,2.707925923,0.970387016,1.323367108,4.814335763,1.27278536
1.50048678,1,0.307572344,1.636722909,3.577743038,0.248030823,2.699143966,2.930029607,0.564787614,4.740078884,3.521843723,2.228560406,3.282661018,1.9343854,0.826362134,2.768282852,4.414995053,1.926047536,3.816522277,1.1586283,4.264236502,2.381837319,3.226259528,1.226598785,3.531579314,3.096774664,4.701922458,0.851340045,3.3348261,2.807334847,2.914518093,0.407373764,1.324557454,3.035060778
1.341164478,1,2.063229626,2.73489756,3.827639973,1.066576024,3.053606227,2.765290903,3.236820055,2.180802036,3.896878688,0.572014417,1.617663384,4.83651354,4.310743663,4.355631409,1.360888962,2.685419491,2.613555187,1.093330723,1.843092469,3.25132311,1.393289232,3.839767628,0.72016824,2.884716175,4.697926035,0.376210893,2.752899259,4.31826112,1.275446976,1.405022617,3.38961847,0.822070789
0,0,1.667566563,1.17505249,3.878287464,2.160254382,1.903060547,3.216144669,3.573084301,4.587605173,1.543866393,1.873815815,4.496161516,3.564541497,4.723217085,1.778750497,2.993810339,2.385745447,0.110106037,1.001393896,1.429835595,0.975381222,2.709364019,2.343038326,1.734493314,1.027233588,1.881585438,0.280087476,0.005419132,1.041431036,3.374984947,2.15940984,4.911831917,4.974609527
1.473626443,1,0.377069419,2.472169847,4.907281127,2.853481542,1.758436993,1.773600158,2.171158089,1.983925165,3.756910209,1.39294624,4.204777078,3.891930637,2.836145264,4.387842073,0.592142618,4.284827711,4.572339862,1.164907814,4.774474222,0.303221466,2.843337421,2.153654529,3.229439067,3.98462576,4.148528747,4.0026586,0.248195375,1.083540683,0.836169925,1.663217788,3.482030223,2.132463465
1.371840465,1,3.00834519,4.794377233,2.222715164,1.286178068,2.047443268,4.150924959,2.564831431,4.634814746,3.277607724,0.850845614,2.10224432,0.556933598,0.37525134,2.302414453,0.326784508,3.109049594,0.005684996,1.505063712,0.202974862,1.752273221,0.928860208,1.388074784,0.714417028,1.308676267,1.818211052,2.594238448,1.929662974,2.144718664,1.824009222,2.064066741,4.04363407,0.749305861
0,0,3.508130247,3.864097454,4.655313865,4.604299292,3.301013126,3.438349917,1.040531249,2.072841684,0.521879847,3.933302927,2.417465436,2.174579467,2.920743635,2.970039308,0.469236821,4.940616412,3.230081992,1.811956611,3.760904216,0.074856909,0.253389384,1.309042635,4.959403094,3.621547274,0.010834974,2.260454119,1.824550421,2.712241167,0.221952418,4.761894627,3.230833539,1.998438594
1.403435857,1,2.464280029,2.922335162,3.595885187,3.433534244,3.990245755,1.491850596,3.927317618,1.486684488,4.693357867,0.603629904,4.290673413,3.569897297,3.876131764,0.432133867,1.920163347,2.409345873,0.950066323,1.90016811,2.536606178,2.065452421,4.212527792,1.170443868,2.762075017,2.789118015,4.796341897,0.949473791,0.675681794,4.057140336,1.579178758,1.019818563,4.478509196,4.749122922
1.442990072,1,2.61631599,2.545206644,4.482386861,2.257300246,1.92757072,2.789052063,1.091011698,0.097244317,1.85280677,0.286343941,3.96587117,4.0242195,2.746349172,2.443368244,3.423753139,4.816115884,3.392125442,3.218305443,2.115877176,3.328373849,4.605157461,2.899125947,0.71260821,1.107071271,3.035376496,0.655844324,3.697475828,2.549091431,1.864118219,0.264914075,4.820672704,0.22093909
1.519712321,1,4.698456515,0.816455944,4.988225181,0.503969132,4.121724428,3.430995828,4.796266373,2.42476295,3.939880237,3.77512161,3.614132068,1.323118772,3.442004694,4.661616433,0.451242758,2.86138168,2.894989456,4.126424695,1.666027978,0.031612639,3.356157046,1.197539873,4.334126655,4.25492296,4.892468184,4.121308738,0.246557142,4.454534259,1.725059615,0.448380936,4.633493449,4.275176632
1.381709413,1,4.125319979,1.326527093,3.826981637,0.897441011,2.702719945,4.204140353,0.930127836,4.925860468,4.181515612,2.718427868,4.033504412,1.862910494,2.126182372,3.573907258,0.785591673,2.694650642,2.806282522,2.585725654,4.859476121,1.111427257,1.02639573,0.961123706,1.815703864,2.434642859,2.989217355,4.510469032,0.430983261,4.064298327,2.306752013,0.478475925,0.675961778,1.065518573
1.527719154,1,1.236746101,1.228411435,2.402874282,0.186268821,3.615495792,4.32984209,0.899602603,4.883608846,1.662801723,0.116911038,2.673032633,1.649136582,1.257978415,0.354918687,0.428053498,2.569767753,2.954151457,3.763114877,2.552605493,2.780930594,1.407614547,3.90359999,2.21718481,4.285295913,3.417312022,2.661720863,0.122827072,3.556151271,4.752246869,1.206147185,0.55740372,0.188201222
1.383701223,1,0.644130857,4.839586309,2.583087428,2.962313078,3.676416137,2.6567275,4.740823982,1.906150907,2.826669768,0.525249746,3.151743809,1.844887205,3.550349671,3.588052208,0.2937855,4.466165371,4.657609472,4.277599704,0.931899978,1.565323873,2.117212881,2.013376244,0.500694237,1.382212386,1.88347636,4.968003757,2.136164168,1.346722448,0.213647845,0.064443625,0.077053478,0.499398786
0,0,3.181886148,0.240038575,4.549807602,1.976239332,1.483468035,2.505311592,2.191969013,0.294995519,4.460426517,4.95561034,0.699103218,3.518282883,3.418407906,4.658579651,1.420006626,2.258223929,4.382857447,0.989143627,2.861878183,2.005195027,2.060348619,0.944416626,3.489083185,3.516796758,4.456175629,0.809474354,1.328617584,2.098275904,4.758206139,3.59233492,0.645987863,4.572832722
1.506361986,1,0.925933039,1.458610008,3.137691707,0.321948439,4.197896497,4.440758902,4.736811627,1.769533815,2.181780802,3.87856441,3.719621153,3.815588748,2.753743763,3.917264226,4.209996562,2.594000265,2.385488714,2.199449698,3.570921509,3.76263281,4.036813207,4.649576674,2.309020526,4.878989568,2.856114147,1.756583472,0.658883335,2.610086029,0.394036172,2.881092069,4.876553231,4.735732213
0,0,0.507382658,2.1130275,3.322257739,4.046133892,4.307983234,3.834335677,4.212104336,3.781044564,2.835473656,3.000872765,0.613297601,1.672034755,4.85614744,2.556963191,1.602086532,2.764822145,1.721292865,3.22746811,2.936709463,2.046579301,1.3128034,0.689220715,3.567604059,2.267496906,4.228244438,0.194657395,1.500215345,0.402031151,1.009327797,0.582542625,1.02575225,4.697135546
1.582380857,1,1.346733094,0.768832641,3.278743809,2.077575483,3.024081493,0.706363673,3.990073116,3.87923209,0.827790592,1.222099788,4.077418567,4.422905609,2.03514407,2.916561382,1.577594788,3.652252137,2.628290482,3.478011398,2.285671132,1.907620683,4.403989473,3.272240672,2.475407741,4.17328143,3.809493608,4.936896428,3.065095718,0.696891221,3.268267372,3.643708234,2.291446624,1.278154001
1.359766855,1,4.386324632,3.456239013,1.438491825,3.47820196,2.849569583,4.520617431,0.405606011,0.761142277,3.772229581,3.203150114,4.866007991,3.678134399,0.276738413,2.965047612,4.342973222,2.042605937,4.616518775,3.311450415,2.883102031,4.182530826,0.383160743,0.847412963,0.967566687,2.475895302,1.5235146,1.904938509,3.094809713,0.707023354,1.394413333,1.448265985,2.145063645,4.555758084
0,0,2.943404386,3.099612808,2.984463054,0.074955967,1.146805127,0.080259944,0.447157414,3.47424424,2.800692624,2.821665105,0.022219582,3.2045026,3.13704831,2.906202528,3.78622669,0.666055985,2.285398355,0.293083724,3.770503155,3.783782529,1.41195637,2.887408337,3.303494425,0.638948217,3.881915506,0.043763023,4.078194175,2.979583724,4.91566194,1.073213264,2.197593172,2.314341928
0,0,1.917644668,1.950808487,1.312709301,2.242679646,2.070856968,3.019422474,2.343287935,0.195804814,0.766326833,2.382045523,3.797573043,0.102022681,3.976738688,1.330281487,2.23228862,0.943556759,0.650652608,2.646136577,4.19930117,4.224147933,0.266431789,2.358316611,4.583741098,1.394888007,4.014792353,0.439829705,1.650356046,1.228000437,1.373746258,2.520793433,1.973939103,0.531567387
0,0,4.535729745,2.066927826,4.663849519,1.855062856,1.735686312,3.075509376,1.266881218,2.104593282,1.719256645,2.416847736,2.751271654,1.552016167,4.954955933,2.771335674,3.080383112,0.099842242,4.566427393,3.098233481,2.132420962,0.44550291,1.427165151,1.224566368,0.97320006,0.675794831,3.223862451,0.896184742,0.724020796,2.398553548,0.300139732,3.788878911,2.370568498,3.45214215
0,0,1.460789433,0.587127126,3.589255318,3.724671033,1.607211008,4.282498453,2.191222341,4.379764637,3.913087433,3.015866867,1.958704057,3.237779953,4.905928902,2.143017614,4.384547684,0.508172131,3.135123089,1.513013261,2.457315995,3.709672032,3.696731884,1.561572765,3.611855366,2.031134541,2.653301101,0.872002573,3.479319837,1.671250369,4.079174782,1.639828483,1.769375367,2.005568484
1.504461207,1,4.922556266,1.010143584,0.499569967,3.479932936,0.203737833,2.912381437,1.02942794,2.631103071,3.770788231,1.958076647,3.623593572,1.362768828,0.710087636,0.972470337,1.422230519,0.583651916,0.305320242,3.600346118,4.975432615,1.360160394,4.583889435,0.24655773,3.860012364,3.852129712,3.128163797,3.251136713,3.673219854,1.091140649,0.904786058,2.182617858,0.462539348,3.828817981
1.499188264,1,2.21166809,0.640558058,1.412912545,2.86843199,4.812863752,3.418894455,2.552591935,3.672561235,2.937878267,0.068307551,2.009672036,2.561270632,0.162120889,2.43936316,4.655586029,1.122537028,3.710321311,2.808177151,0.541988421,3.297050703,3.377400664,1.147823364,2.921643546,4.87385588,1.091859754,3.693157867,4.724751534,0.221330769,1.921561898,3.724048649,4.697642168,0.826692576
0,0,1.752167867,2.934733572,1.535977892,4.334710449,2.779814988,4.91140535,1.16013219,4.271530261,2.073512579,1.791309182,2.856453561,1.814430804,3.31190188,1.606588762,0.678482428,4.413572354,0.542234244,3.948538512,2.959017029,4.575232935,4.14196886,0.003794241,3.298956001,1.023950855,4.404802131,1.519163112,0.488425163,0.443212893,1.799980731,0.594935943,2.611949038,2.987462023
0,0,2.921394861,1.208199685,3.200014102,0.061307076,4.453701409,2.794679193,2.046614657,3.503661679,2.321500995,2.240000437,4.411130017,4.886284466,2.959550675,3.098047255,3.442694193,0.007871686,0.194708366,3.877927819,4.603393126,3.238572163,3.147918054,2.865141264,3.102288464,0.397462138,0.920571134,1.768904807,0.595561287,4.321184549,2.041948561,4.141836317,1.85544237,4.323294179
0,0,1.414480222,1.842306589,4.399387437,2.123883292,0.342051476,4.690259321,0.929631158,4.914800084,0.798516737,4.318977044,3.209411064,1.531004079,0.12103632,4.740048193,2.844671122,1.288623013,0.833197708,2.201723103,0.90165499,0.358075718,1.888860417,2.247056991,1.693628084,2.103635808,0.817474451,0.771963297,4.554401041,1.083245735,4.514529315,4.540471506,2.378355698,2.04548799
0,0,4.901312593,3.591272743,1.194732718,1.011277511,3.463198459,0.46058576,4.431323852,1.873096377,3.268220796,2.278772189,1.862842733,2.705891875,3.025973416,0.789081963,4.066552339,1.358551316,1.167310526,3.822673534,2.421075971,0.292545929,0.837720477,4.972052632,3.953995062,2.465506127,3.700204416,0.722043232,0.205181027,0.754802053,3.770306989,1.362460704,0.785970921,1.359304891
1.319780962,1,0.528698634,0.526067896,2.602808764,1.035232366,0.573866566,3.849907308,4.430343012,0.662047201,3.744300643,2.260950298,3.64993945,3.758188517,3.728564145,3.85634749,3.75588116,3.659154211,1.95058114,4.982232704,0.157341273,3.884365093,4.496481747,1.199492828,0.13991988,4.742731772,2.248884108,0.524188635,1.679300455,3.806576204,1.907462266,2.957446727,2.52624313,3.958613361
1.480351726,1,3.473568411,3.707447702,4.802935904,2.895624921,4.822181651,4.98953379,1.350582442,2.888603048,0.467655596,0.511399577,3.780223561,0.857791655,0.926720298,0.900270328,2.859425794,2.739806245,2.181892515,4.639958892,1.435309123,2.454124775,1.617006102,2.294015345,0.074690122,4.097829576,4.732658863,1.114896869,2.328656516,0.308477129,3.968690233,2.417373281,4.473984307,4.007808992
1.45276467,1,0.720058361,1.651806163,0.356221051,0.393204211,4.272699763,1.575232146,0.947925898,3.228656351,3.54019279,2.161237788,4.379679064,4.479218396,0.756597117,1.652497713,2.562421443,4.468944159,0.012772381,4.743469877,1.585675016,1.74139253,2.822060435,1.724810613,2.595486185,1.678585404,0.836013003,2.25006426,1.238614569,3.963870139,4.790656582,2.379972719,0.866134553,3.477727677
0,0,1.564033926,1.690516315,0.900770724,4.788135335,1.146966156,3.72773198,4.373584296,0.491710903,0.219538232,4.597950541,4.606994822,4.478449274,0.488401015,4.451258942,0.980542556,3.258526529,1.09406507,0.421510435,2.306755233,0.327361165,0.874991976,0.749369857,0.900005755,4.07390353,3.743893056,4.717997041,3.399972512,0.454080093,0.519157179,3.842767505,0.007944115,4.162869297
1.39180757,1,1.695474545,4.367481451,0.062215122,1.217636255,3.911210766,1.041770094,3.491898657,0.438308531,4.1330766,2.159548909,1.542889734,4.188691739,2.282677931,0.407469011,0.53795248,4.910565437,3.072983755,1.403636862,0.283261531,1.966483247,0.873873176,1.952577929,1.969228002,0.938794211,1.78639083,1.490343196,0.499971185,2.796878823,0.889516939,0.67471641,1.016899577,0.057164987
1.439678338,1,4.273037178,3.041918491,0.168990326,0.408187204,4.122707604,3.474437987,0.465507125,0.781967788,4.047972019,3.889674234,0.996190655,3.656316112,4.180673343,4.739717841,1.127445555,3.046082046,0.191435851,2.661701954,2.429929245,2.415735878,0.029474341,0.350072015,2.841538786,4.83488262,3.841134908,4.880273886,1.181618682,1.72833894,4.276407232,0.346263572,2.775909578,3.3597272
1.550315472,1,2.473701376,3.270015864,1.020696215,0.922166611,4.296664818,0.115200329,1.15001663,3.891156336,2.245719175,2.608907278,3.786168083,3.239117511,3.753029608,3.339226221,2.083749139,0.586120736,1.572618428,0.640253356,3.519110634,3.421380634,0.200326872,4.367428269,3.252028624,4.880399273,1.076853244,1.124844082,3.099739477,1.98920334,2.688304972,1.925692847,1.299442648,3.398071561
1.506443422,1,3.608891806,1.389689749,0.098366516,3.414399165,2.149823237,1.710790273,0.520136762,1.140596304,0.518389625,2.626252468,0.029672047,1.053516077,1.727429628,0.175472349,4.796701616,3.43103321,3.142922577,2.647790339,2.097662391,3.354932123,1.416623852,0.278618686,0.647258059,3.293228434,1.740583633,3.772926154,1.473475397,1.049579333,1.476312067,2.705287798,2.425447907,0.2899813
1.292429282,1,2.427107421,1.786854518,0.625916222,3.636622538,0.909100693,2.786347154,1.074636877,4.075769938,4.455423618,2.874074073,2.180407103,3.209167762,1.810718769,4.658788661,1.22859279,4.77678676,2.209254973,2.558725475,3.782670668,0.957387209,4.428034729,2.029051943,0.304009268,2.972474238,1.505874801,3.05868131,3.524330531,4.640613137,0.282660387,3.348149824,2.305426993,4.814358862
1.445286741,1,0.435682582,4.024632112,1.089175374,1.264511653,0.624280889,1.982982762,4.027099471,0.123864551,4.029316604,1.963649715,4.835316841,4.727472159,4.883119784,0.967698064,3.60485158,1.322188536,2.831376286,0.872056412,2.25947476,2.49381179,2.05375758,4.168397829,2.935051423,2.264702869,1.271009809,2.140100314,0.226235893,1.047687306,1.18029313,0.159677242,1.374397301,2.359005868
1.311275557,1,0.837358196,4.847759956,1.587696543,2.185717137,3.612342057,3.305864202,1.36128254,2.55655104,4.901391131,0.923420604,0.702291729,4.498467338,1.03537422,0.369540749,3.931374041,4.375367089,2.698127601,2.740032035,3.511728554,4.313839598,4.345716434,1.23483657,1.126902273,0.59525625,0.799643937,4.514584662,1.012275324,3.352148173,4.146419675,1.462610404,4.424022289,3.103641211
1.337347515,1,2.393669227,3.13553682,2.482204904,3.89202784,4.825841215,4.07353278,2.177303024,1.436676471,3.979528825,0.206529368,0.885703474,1.933216863,4.138960948,3.687227428,3.1508902,0.703233403,4.642452186,2.598602479,3.219163202,4.763611485,4.100556867,1.37440015,0.726479118,4.167481199,2.852779221,2.092822481,4.361124211,0.07546947,4.128233142,1.030306574,0.733471061,2.062303203
0,0,4.207214963,4.097545852,4.965661611,3.365063932,0.46942195,0.810338257,4.440859847,0.411234108,0.513270363,2.297975754,1.301508486,1.002354152,1.227454001,3.415536835,3.246131401,1.932218375,4.902193129,1.01695364,3.21478471,2.33776019,2.196671745,1.618876072,3.431788357,1.272900478,0.640857794,0.83196217,0.091758874,0.636795341,1.080989626,3.197807199,2.195080661,1.305439347
1.539369595,1,4.302974738,0.347416535,2.664893541,4.477792725,2.775018806,4.358661341,2.376140181,3.591417359,2.727162691,1.230200912,3.926386084,2.424772777,2.558316037,4.682767116,1.888291232,0.77761652,1.70136389,0.14505193,3.52127091,3.654097364,0.439596669,0.058229162,3.514554586,2.503855684,1.201861418,2.618627899,2.092949605,1.416822107,3.231734158,0.219078635,1.729238781,4.900005887
1.366287295,1,0.415452948,1.858321389,4.349639446,2.39413293,0.459884799,4.911334452,1.739690182,1.983712763,3.119759098,2.590969625,1.977892139,4.848564436,1.308778345,0.936815961,0.598500673,3.139064866,4.816262928,2.779181634,1.540859956,4.474193865,1.580517484,2.415499654,0.445504998,4.267963544,2.963127401,3.598868735,1.247016839,2.750580925,1.760790815,4.754823548,0.515106152,0.599361952
1.327787267,1,2.533598287,1.854204167,0.50609764,1.134804863,2.892545324,2.507918049,1.438159761,2.659962375,4.194893516,1.746726872,3.279513413,3.755924062,1.736726534,4.950508185,3.018573116,0.020731402,4.958869627,3.384477823,3.377588886,0.116717681,4.103549016,1.512036608,0.750638854,1.399223784,1.665894724,1.513671552,2.590568891,3.943619307,1.687525871,2.95753795,2.826562526,1.112167238
0,0,3.888595007,2.024414252,0.873729041,1.527556863,4.019719789,4.570628532,4.306457773,4.63183023,4.017430866,2.073965673,1.548486922,1.715742568,2.452664413,4.224279511,0.514075423,2.816278159,1.266388534,0.608705645,0.528469892,3.476963531,4.391864595,4.910379593,4.693091178,2.499836107,2.878291927,2.533453531,4.743972161,0.191438991,0.893215437,3.268639298,0.947892481,0.441879289
0,0,2.231321317,1.522743093,2.382170708,1.746686282,1.860242589,4.431761816,1.949697418,0.958653516,0.673768308,2.296952559,1.914329137,4.156532296,1.508984237,4.21806519,4.725666296,0.019848133,3.172056687,4.574061387,0.033338775,0.636584559,3.612534306,4.023935518,4.127942592,1.641243037,1.624399418,0.76874718,1.427516897,2.047790376,4.715839214,2.684104521,1.6427352,4.779399776
1.421124315,1,4.116369605,4.770089947,2.07324444,0.664137391,2.468914583,1.747072261,0.261575778,3.811788926,2.455843584,0.840344377,1.656135132,4.015163807,0.835567934,2.919544947,0.190065863,1.979892555,1.75914139,0.430853534,0.473968896,2.575123711,1.547825538,3.167150785,0.878329875,1.885713493,4.126357741,2.616162491,1.260019371,1.097758762,4.366958683,0.68281979,0.084842394,3.481563831
0,0,2.689561869,1.017866151,0.132164867,4.513132048,4.701514523,4.930553862,0.519069858,2.817681102,2.196654799,2.689128125,3.784053891,2.006361713,1.532174318,2.741881718,2.073057379,2.644110118,1.45753015,2.436915627,4.388538412,1.180937273,3.585948373,1.552287742,3.545169247,0.304557156,4.791639065,2.381351902,1.125426104,2.488622212,2.016773574,3.785805797,2.930898717,2.130173813
1.41690107,1,4.791249638,0.206799558,1.061316882,2.222676414,3.507690004,2.209649522,2.70550963,2.36358191,4.144679897,4.42310669,0.147015954,1.435438088,0.388834565,4.941693085,1.708007545,0.767517259,3.543545152,1.400336127,2.971222438,1.200736836,4.685209439,0.745611386,2.482701299,3.804486776,4.755157172,1.206251103,3.436953053,0.081687439,4.572504338,4.521332819,1.635707015,4.361995027
