Fitness,Label,TL,BL,IC
-0.899823258,0,9.139942278,-7.594243486,19.0188214
5.0044,1,8.997702597,7.001602819,-15.70156989
-0.899823258,0,5.487927885,-4.213588819,-5.313871993
-0.899823258,0,5.381605656,-3.141157092,9.463391588
-0.899823258,0,6.90216567,-6.280580822,12.27612434
-0.89850901,0,-6.917329418,-0.233845239,-10.82523385
-0.898810553,0,3.968010897,0.278920931,0.67807331
-0.899823258,0,3.849263744,-5.142380231,1.609356787
-0.899473603,0,-6.993029574,7.986756218,-7.775576776
2.7489,1,4.746079808,6.380804816,19.81518071
-0.899473603,0,-5.241704733,8.357942769,-0.333717171
-0.899473603,0,-2.949076167,7.691955805,-13.55057652
-0.447,0,2.410546209,1.492013399,18.89389798
0.1937,1,-2.191513061,-9.397493717,-1.742770781
-0.89813052,0,-8.85633437,-0.663517693,17.99549943
-0.898996695,0,-4.639716357,0.350493961,14.23281984
-0.5478,0,-0.547791863,8.109564968,2.453803572
2.7206,1,8.728597358,4.717800799,-5.194272845
-0.899473603,0,-5.322985118,5.49358719,-9.961854109
-0.7406,0,3.555594642,1.256631425,-1.640837214
-0.899823258,0,9.625827027,-2.048527325,-12.63097288
-0.899823258,0,9.370901325,-8.624987947,-18.62693924
2.197,1,4.194193053,9.931137558,12.37350958
0,1,0.925992728,6.53014123,-6.704732683
-0.899823258,0,9.800261498,-7.025356766,-8.747146114
1.833,1,7.7338072,3.830244188,3.852230607
-0.898996695,0,-7.208434288,0.332717298,19.83442975
-0.899823258,0,1.707383807,-2.768383342,-14.51838357
-0.899823258,0,4.444840793,-6.774960774,-2.495091512
2.9878,1,-8.658888926,-4.985642096,-16.13683515
-0.899473603,0,-9.8163046,4.545843148,12.88706992
-0.899473603,0,-8.774055509,6.240745886,-10.57096358
-0.6286,0,-9.02860625,-1.369253341,-6.061874085
1.2096,1,-3.280866654,-3.207447099,16.72003147
-0.899823258,0,9.52632059,-1.517558068,-8.496616213
1.7845,1,4.420787405,3.781693023,-3.725142702
-0.898892709,0,7.350568014,0.154712237,-1.998001616
-0.899473603,0,-9.664530495,7.74118088,8.254114563
5.4696,1,-9.703821801,-7.467433592,-13.11137357
4.9265,1,6.923664962,7.672090088,16.7159296
2.736,1,4.733218166,5.426044959,0.370483508
-0.49,0,-0.4900216,7.911478194,-15.15781552
-0.899473603,0,-1.163867917,7.758710219,17.1206602
6.5575,1,-8.748143877,-8.555287095,-19.06921975
0.6162,1,7.3660745,2.613445741,-10.45432392
-0.899052486,0,8.905803317,0.017088719,-17.08427394
-0.899683521,0,9.101732495,-0.775695435,-14.00792505
2.03,1,-5.978535515,-4.027857209,-17.29491398
-0.899823258,0,2.954641547,-6.96641689,-9.863950302
6.8733,1,-9.648730463,-8.87110093,-4.728822939
-0.899473603,0,-2.454856005,9.620106558,16.31042832
-0.898328349,0,5.908170868,0.864199904,-19.20263569
-0.899823258,0,5.677866171,-3.901253974,5.910802809
-0.899823258,0,6.685010053,-7.842960794,0.642019754
-0.899473603,0,-7.739205011,4.780880558,-5.889182484
0,1,-1.916593781,-9.424635138,-11.47550973
3.4674,1,5.464564225,9.091611498,13.93353729
1.2636,1,3.260809475,9.846030624,15.91092222
3.1936,1,6.783176128,5.190829357,-15.77073324
-0.899823258,0,2.253689354,-8.748677136,14.93748498
-0.899823258,0,4.464231628,-2.936125308,-13.77896775
-0.899823258,0,2.547459183,-4.378787695,15.39949593
-0.899473603,0,-4.155742296,8.73972444,-15.46965297
-0.4832,0,1.557543769,0.53272187,7.645402523
-0.899473603,0,-4.468927174,7.088873372,5.571082435
-0.899823258,0,1.652887112,-4.612282817,0.680686772
4.3287,1,9.65723023,6.325869584,12.94218135
-0.899473603,0,-4.142219602,7.379674863,-11.98113711
-0.899473603,0,-2.98982928,3.270338883,-12.08729642
-0.899473603,0,-5.527979308,2.032382345,-0.546112871
-0.899059102,0,7.320621067,-0.056263273,-16.92427379
-0.899823258,0,1.790329495,-1.03293068,-11.31462861
-0.899473603,0,-1.559617224,8.037181831,2.179780837
1.248,1,-3.245842107,-6.263776602,-17.65477663
1.9514,1,3.948549284,4.101038838,10.64857573
-0.899823258,0,2.202621902,-4.984935506,13.06507086
0,1,0.062177255,8.865886067,1.338886471
-0.899473603,0,-9.029433989,5.105107742,6.3288905
-0.899473603,0,-8.701543233,7.092114853,-2.88070178
1.4088,1,3.405994996,8.178438579,14.72003929
0.5756,1,2.572750849,5.594113926,-11.63785043
1.7031,1,-3.700881826,-8.587058199,4.598173077
-0.899377082,0,9.73558156,-0.403843513,-13.90493635
-0.899473603,0,-8.352122599,2.360191132,-17.0929877
-0.899823258,0,6.802117608,-5.787054736,-10.73042548
-0.899473603,0,-5.570102385,7.869183225,11.66470989
-0.898507736,0,7.840069549,0.663848115,5.431698581
3.8383,1,-9.165629219,-5.836126513,-11.91570063
4.68,1,6.677173355,8.960335281,-1.008938407
0,1,0.584057436,4.565146267,-3.983182256
